"Quarter","AdSet","Ad","Vendor","Impressions","CTR","UPV","BR","Av_TOP","Cost","Start_Date","End_Date"
"FY19Q3","FA19_UG_HS_FB_DISP","HS_FB_DISP","FB_DISP","54,832","0.37%","20","100%",NA,"$ 168.46","08-2018","05-2019"
"FY19Q3","FA19_UG_HS_FB_VID","HS_FB_VID","FB_VID","32,563","0.45%","19","94.44%", 00:01:15.0,"$ 164.47","08-2018","01-2019"
"FY19Q3","FA19_UG_HS_IG_DISP","HS_IG_DISP","IG_DISP","27,029","0.27%","12","90.91%", 00:01:15.0,"$ 85.74","08-2018","02-2019"
"FY19Q3","FA19_UG_HS_IG_VID","HS_IG_VID","IG_VID","95,569","0.17%","17","93.75%", 00:00:40.0,"$ 307.33","08-2018","06-2019"
"FY19Q3","FA19_UG_HS_PIN_DISP","HS_PIN_DISP","PIN_DISP","25,208","0.25%","27","96.15%", 00:00:35.0,"$ 99.4","09-2018","01-2019"
"FY19Q3","FA19_UG_IN_PIN_DISP","IN_PIN_DISP","PIN_DISP","179,161","0.29%","289","84.98%", 00:01:05.0,"$ 833.47","09-2018","01-2020"
"FY19Q3","FA19_UNI_ALL_BDN_DISP","ALL_BDN_DISP","BDN_DISP","260,504","0.12%","210","94.58%", 00:01:10.0,"$ 2569.91","08-2018","10-2019"
"FY19Q3","FA19_UNI_ALL_BDN_VID","ALL_BDN_VID","BDN_VID","25,811","6.23%","969","91.44%", 00:01:10.0,"$ 1031.94","08-2018","03-2019"
"FY19Q3","FA19_UNI_ALL_DBM_AUD","ALL_DBM_AUD","DBM_AUD","2","0%","0","NaN%",NA,"$ 0.04","09-2018","01-2019"
"FY19Q3","FA19_UNI_ALL_DBM_DISP","ALL_DBM_DISP","DBM_DISP","1,913,867","0.07%","1,321","93.02%", 00:02:20.0,"$ 9902.7","08-2018","06-2020"
"FY19Q3","FA19_UNI_ALL_DBM_VID","ALL_DBM_VID","DBM_VID","179,028","0.66%","529","75%", 00:01:35.0,"$ 3726.52","08-2018","07-2019"
"FY19Q3","FA19_UNI_ALL_PPH_DISP","ALL_PPH_DISP","PPH_DISP","187,683","0.22%","270","94%", 00:01:50.0,"$ 1877.14","08-2018","07-2019"
"FY19Q3","FA19_UNI_ALL_SJ_DISP","ALL_SJ_DISP","SJ_DISP","247,868","0.21%","299","89.47%", 00:04:20.0,"$ 2106.99","08-2018","10-2019"
"FY19Q3","FA19_UNI_ALL_SPO_AUD","ALL_SPO_AUD","SPO_AUD","4","25%","1","100%",NA,"$ 0","08-2018","01-2019"
"FY19Q3","FA19_UNI_ALL_YT_VID","ALL_YT_VID","YT_VID","148,982","0.08%","95","91.4%", 00:02:35.0,"$ 2229.33","08-2018","07-2019"
"FY19Q3","FA19_UNI_CU_YT_VID","CU_YT_VID","YT_VID","40","0%","3","100%",NA,"$ 1.92","08-2018","07-2019"
"FY19Q3","FA19_UNI_HS_YT_VID","HS_YT_VID","YT_VID","90","0%","2","100%",NA,"$ 1.75","08-2018","07-2019"
"FY19Q3","FA19_UNI_WA_YT_VID","WA_YT_VID","YT_VID","8","0%","4","100%",NA,"$ 0.12","08-2018","06-2019"
"FY19Q3","FA20_MPH_ALL_DBM_DISP","ALL_DBM_DISP","DBM_DISP","62,942","0.09%","116","96.55%", 00:00:00.0,"$ 686.61","02-2019","06-2020"
"FY19Q3","FA20_MPH_ALL_FB_DISP","ALL_FB_DISP","FB_DISP","170,008","0.41%","352","93.75%", 00:00:55.0,"$ 715.01","02-2019","02-2020"
"FY19Q3","FA20_MPH_ALL_LI_TEXT","ALL_LI_TEXT","LI_TEXT","5,005","0.66%","24","95.83%", 00:02:00.0,"$ 230.19","01-2019","05-2019"
"FY19Q3","FA20_POL_ALL_DBM_DISP","ALL_DBM_DISP","DBM_DISP","59,742","0.08%","146","82.44%", 00:00:15.0,"$ 623.49","02-2019","06-2020"
"FY19Q3","FA20_POL_ALL_FB_DISP","ALL_FB_DISP","FB_DISP","179,094","0.26%","282","95.64%", 00:00:45.0,"$ 745.3","02-2019","02-2020"
"FY19Q3","FA20_POL_ALL_LI_TEXT","ALL_LI_TEXT","LI_TEXT","5,779","0.76%","42","90.48%", 00:09:45.0,"$ 248.78","02-2019","05-2019"
"FY19Q3","FA20_UG_HS_FB_CAR","HS_FB_CAR","FB_CAR","67,287","0.5%","63","91.8%", 00:03:00.0,"$ 261.65","01-2019","07-2019"
"FY19Q3","FA20_UG_HS_FB_DISP","HS_FB_DISP","FB_DISP","264,744","0.47%","239","94.54%", 00:01:05.0,"$ 1469.9","01-2019","03-2020"
"FY19Q3","FA20_UG_HS_FB_VID","HS_FB_VID","FB_VID","87,884","0.51%","82","93.83%", 00:00:15.0,"$ 484.97","01-2019","04-2020"
"FY19Q3","FA20_UG_HS_IG_CAR","HS_IG_CAR","IG_CAR","41,415","0.25%","38","89.29%", 00:00:30.0,"$ 174.22","01-2019","06-2019"
"FY19Q3","FA20_UG_HS_IG_DISP","HS_IG_DISP","IG_DISP","87,943","0.22%","88","94.32%", 00:01:40.0,"$ 352.7","01-2019","06-2020"
"FY19Q3","FA20_UG_HS_IG_VID","HS_IG_VID","IG_VID","75,371","0.24%","43","100%",NA,"$ 360.35","01-2019","01-2020"
"FY19Q3","FA20_UG_HS_PIN_DISP","HS_PIN_DISP","PIN_DISP","144,241","0.28%","209","96.04%", 00:01:15.0,"$ 636.61","01-2019","03-2019"
"FY19Q3","FA20_UG_TL_DBM_DISP","TL_DBM_DISP","DBM_DISP","222,128","0.17%","465","85.52%", 00:00:35.0,"$ 2842.45","03-2019","06-2020"
